stock,invested_amount,days,percentage_change,risk
12,6119.58,56,-0.14564,4
19,3572.87,106,-0.05525,3
6,1472.27,87,0.58675,5
20,9606.67,178,-0.2155,5
19,1651.03,42,-0.00494,1
11,3979.14,120,0.39268,5
16,2524.59,40,0.1048,4
7,6578.47,26,-0.07757,4
13,1518.17,29,-0.01113,2
20,4744.81,91,0.23683,5
15,4368.08,164,0.32631,5
9,2235.35,180,-0.08687,4
20,5428.79,60,0.14716,4
14,1098.9,169,-0.07253,4
2,4672.11,136,0.33708,5
1,4901.62,128,-0.25794,5
14,6117.54,85,0.25715,5
8,8273.99,74,0.10694,4
1,3878.84,106,0.25104,5
4,2602.59,23,-0.08584,4
13,5964.9,94,-0.22511,5
7,8850.99,119,-0.30241,5
2,8296.93,170,0.06872,3
8,2116.09,83,0.07741,4
2,2172.07,97,0.10862,4
6,4765.54,63,-0.5203,5
9,4063.28,66,0.27235,5
6,1895.93,77,-0.04711,3
9,6204.26,173,0.25893,5
18,6258.88,110,0.0086,1
4,8549.75,139,0.51954,5
11,1976.67,52,0.30335,5
12,7645.05,87,0.47663,5
20,3899.81,26,-0.09082,4
3,6143.77,178,0.46774,5
3,6137.03,99,-0.47108,5
13,7727.35,150,-0.54139,5
17,4746.12,9,-0.00552,1
16,3344.15,62,0.17327,5
19,3099.22,79,0.51289,5
6,8013.74,149,0.16215,5
4,6813.19,91,0.23262,5
9,2943.74,74,-0.15202,5
6,9632.65,94,-0.07504,4
7,9784.1,84,-0.11725,4
11,2872.13,15,-0.06278,3
2,5428.5,177,-0.10107,4
18,5909.36,53,0.05394,3
13,5310.99,99,-0.11028,4
6,8819.6,134,0.94658,5
17,3327.32,20,0.00376,1
5,689.91,180,-0.52012,5
9,1270.51,134,0.2176,5
4,5529.39,40,0.02798,2
2,4234.14,159,-0.41703,5
15,1314.27,6,-0.06132,3
5,665.44,127,0.66853,5
7,2986.28,15,0.36447,5
10,3320.12,145,-0.57878,5
2,7465.49,73,0.20057,5
3,8251.17,51,-0.27939,5
16,6720.54,31,-0.00615,1
6,2770.53,27,-0.26337,5
3,5447.35,168,0.48351,5
1,7103.39,161,0.34143,5
16,4951.8,130,0.03732,3
6,6329.36,84,0.67164,5
3,5688.56,60,0.03649,3
20,2393.75,97,-0.04229,3
9,7336.6,125,0.12238,4
17,2660.23,148,0.32652,5
3,9805.05,179,0.14812,4
17,6905.62,15,0.0241,2
12,6947.85,172,0.80295,5
15,6842.71,163,0.15175,5
15,6817.62,117,0.16332,5
15,7306.57,114,0.12544,4
1,9657.83,93,-0.6722,5
18,6169.78,161,0.20696,5
8,504.75,152,-0.15591,5
4,9729.54,36,-0.37001,5
16,4289.54,35,0.03103,3
18,8918.11,102,0.07244,4
19,6553.65,144,0.42119,5
7,962.11,48,-0.23874,5
8,4509.34,50,0.09764,4
20,7911.26,12,-0.00642,1
7,870.16,123,0.31284,5
13,9571.57,24,0.08713,4
7,8720.4,25,-0.06646,3
19,829.36,11,-0.07715,4
17,562.72,94,-0.0217,2
5,6589.4,114,0.24777,5
5,7147.64,106,1.27474,5
15,9228.14,31,-0.00973,1
15,7260.15,97,0.2267,5
4,1589.07,126,0.17118,5
10,5041.92,17,-0.03463,3
2,8146.21,80,0.096,4
6,4618.97,166,-0.89974,5
3,6643.53,80,0.02844,2
20,6090.4,31,0.06708,3
4,4249.95,61,-0.23722,5
10,2299.77,110,1.34695,5
7,3414.58,135,0.08054,4
15,8548.59,45,0.06241,3
13,897.73,88,-0.16331,5
14,1646.5,15,0.01297,2
18,8962.43,80,0.0101,2
11,3503.27,167,0.35091,5
16,2136.0,14,0.01746,2
1,9923.02,124,0.06476,3
18,5879.87,68,0.12252,4
17,4077.82,27,0.09923,4
9,1000.05,63,-0.1642,5
8,9988.62,18,-0.05729,3
6,8328.69,163,-0.14072,4
16,9811.88,70,0.12334,4
20,1720.57,40,-0.07069,4
9,7272.22,95,0.12116,4
14,8217.82,34,0.05715,3
1,601.03,59,0.5983,5
8,3430.78,77,0.00749,1
7,9952.93,17,0.20703,5
3,5433.04,138,0.34724,5
6,9174.08,173,0.17734,5
14,7012.64,176,-0.24782,5
16,652.97,65,-0.03823,3
18,7183.2,14,0.00013,1
8,4318.03,146,0.10965,4
8,5344.78,124,0.33132,5
12,5222.7,64,-0.02038,2
5,2203.07,173,0.19565,5
2,3061.34,114,0.122,4
14,6650.29,166,0.00363,1
2,3960.84,81,0.4419,5
12,5386.21,149,0.66641,5
2,4297.92,95,-0.29829,5
9,6740.68,164,-0.1766,5
10,6621.38,88,1.00353,5
12,635.64,146,0.62349,5
3,8563.87,19,-0.15945,5
11,1121.8,178,-0.33708,5
7,3230.7,141,-0.59475,5
9,5134.04,67,-0.13473,4
7,8462.52,38,-0.00014,1
2,1043.61,98,-0.06946,3
15,2418.2,100,-0.09636,4
1,6024.72,64,0.03625,3
10,7240.97,90,-0.1335,4
14,7629.32,42,0.07988,4
14,4150.46,101,-0.07412,4
11,2574.62,61,0.02608,2
3,7093.32,63,-0.31991,5
18,6139.98,67,0.23565,5
9,9340.02,27,0.17068,5
4,1900.21,8,0.04873,3
17,6758.6,147,0.14912,4
13,6944.31,19,0.35521,5
16,6752.79,64,0.02542,2
2,5624.42,57,0.03336,3
11,7130.27,70,0.14066,4
5,2548.63,30,-0.24504,5
9,5175.56,111,-0.16726,5
3,6710.5,53,0.01057,2
13,3079.65,14,-0.07747,4
7,3876.99,23,0.15784,5
11,8448.85,116,0.22597,5
9,1856.58,12,0.12496,4
1,8099.9,76,-0.40423,5
3,9787.98,89,0.09304,4
12,8396.35,66,0.05769,3
19,8569.26,26,-0.04877,3
13,6771.26,152,-0.27127,5
3,8253.37,61,-0.17692,5
6,8084.98,12,0.0069,1
4,4090.32,176,0.13987,4
12,1760.49,13,-0.01668,2
20,5267.51,60,0.339,5
19,8228.41,125,0.03716,3
20,9921.9,118,0.99236,5
14,2702.41,109,0.21932,5
14,6070.56,64,0.0798,4
4,3029.58,50,0.16511,5
6,7309.88,51,-0.00959,1
11,2403.84,5,-0.0572,3
4,4210.93,117,-0.09388,4
6,519.55,25,-0.066,3
12,1301.3,39,0.1128,4
7,9887.06,111,0.64625,5
3,8105.46,177,0.09673,4
16,7460.14,141,0.11758,4
13,3944.98,14,-0.0651,3
11,8374.88,78,0.2203,5
1,928.18,14,0.08252,4
4,2806.92,74,-0.46163,5
5,659.37,107,0.81219,5
5,1182.59,156,-0.90578,5
13,3786.25,93,-0.10183,4
8,7136.56,129,0.48361,5
9,3494.36,111,0.08802,4
10,8001.43,14,-0.19729,5
12,9067.93,121,0.19937,5
13,3282.72,119,-0.02949,2
6,823.93,80,0.34028,5
14,1922.19,78,-0.03637,3
1,3041.01,28,-0.13502,4
20,3316.87,47,-0.0567,3
17,6662.3,94,0.1437,4
9,9715.54,97,0.36823,5
19,8394.82,124,-0.1744,5
13,6240.57,9,-0.22685,5
9,4899.36,5,-0.13214,4
2,4007.68,68,0.06845,3
14,4152.15,12,0.00842,1
3,7101.72,30,0.04644,3
3,9150.09,77,-0.19123,5
11,8906.76,120,-0.37446,5
13,2991.09,75,-0.55602,5
5,3543.93,133,0.22678,5
10,6738.31,9,0.25043,5
16,3438.91,171,0.17115,5
5,9403.55,61,-0.0754,4
13,7188.58,86,0.19575,5
16,1931.99,160,0.17145,5
7,3399.91,115,0.6495,5
19,7319.94,82,-0.09927,4
13,2709.76,15,0.21687,5
18,3654.24,142,0.11277,4
11,6470.79,173,0.04858,3
10,9639.11,5,0.20549,5
13,5104.99,105,0.5146,5
15,6998.5,154,0.14851,4
2,4513.49,57,0.20576,5
7,9863.92,62,-0.00378,1
17,6659.47,133,0.12391,4
8,9793.49,115,0.16646,5
4,958.96,61,0.19971,5
20,5981.27,57,-0.13972,4
9,3333.15,170,0.42227,5
14,2233.04,143,0.35789,5
10,5312.36,45,0.06221,3
8,584.55,15,0.02711,2
7,3503.01,143,0.4138,5
12,3598.19,165,0.05355,3
12,9113.9,179,0.60646,5
19,2847.09,169,0.38819,5
10,819.4,94,0.44129,5
6,2193.68,40,-0.26371,5
6,1561.97,164,0.64338,5
6,7506.45,177,0.16015,5
6,3056.91,171,0.37385,5
20,2289.21,151,0.44266,5
15,3960.19,175,0.10145,4
19,1160.45,66,0.07701,4
8,8041.6,164,0.06805,3
6,6423.87,58,0.37858,5
19,7440.76,85,-0.05298,3
12,2669.02,156,-0.05318,3
6,803.23,148,0.22308,5
17,2862.19,170,0.4429,5
8,1288.72,143,-0.04801,3
7,4872.56,124,-0.54573,5
18,7340.26,176,0.24295,5
4,6846.07,45,0.41067,5
20,7329.12,136,0.14177,4
5,1922.58,55,-0.19872,5
18,5897.69,176,0.07625,4
9,8390.97,168,0.25304,5
2,3316.2,30,-0.20109,5
8,9137.79,6,0.01101,2
17,3253.56,107,0.1095,4
4,8977.71,29,-0.18389,5
9,1693.19,57,0.09012,4
8,1594.78,51,-0.05575,3
13,5598.68,169,-0.27543,5
16,7863.48,146,0.08844,4
18,2012.54,137,0.22299,5
18,2883.48,11,-0.05381,3
3,4209.42,96,-0.35184,5
7,5454.03,150,0.72004,5
5,8421.32,30,-0.2211,5
7,6579.77,137,-0.09862,4
16,7499.95,99,0.04832,3
12,4706.43,22,0.00192,1
11,861.76,146,0.16152,5
10,9295.87,73,-0.31562,5
14,8453.36,164,0.07101,4
6,7152.74,120,0.51295,5
17,5202.99,160,0.29429,5
10,1670.23,78,0.78833,5
4,4344.72,155,-0.36465,5
5,8628.16,15,-0.30181,5
8,1795.86,162,-0.02655,2
6,3167.44,120,0.1822,5
2,5198.25,80,0.07943,4
8,1516.86,48,0.07376,4
12,3568.66,168,0.35478,5
13,5117.29,40,0.17494,5
3,7018.2,154,0.54282,5
18,2012.69,30,0.08183,4
10,7594.33,97,0.77272,5
13,5621.4,129,-0.34994,5
16,4920.21,127,0.09807,4
14,7280.93,18,0.01917,2
2,7457.95,71,0.13938,4
3,3075.7,23,0.04861,3
6,7373.24,55,-0.2857,5
8,8909.56,32,-0.04742,3
13,3789.23,23,-0.07356,4
17,9155.34,51,-0.00773,1
11,8564.06,159,0.6349,5
14,2061.47,118,0.18329,5
15,8151.85,116,0.01699,2
9,1292.97,122,0.0819,4
20,7562.92,104,0.01327,2
17,2653.34,97,-0.05123,3
4,4335.14,132,0.5053,5
11,5165.8,123,-0.30835,5
1,4450.7,16,-0.0335,3
2,8032.62,147,0.23342,5
12,2690.78,154,0.18324,5
7,6623.62,93,0.83738,5
16,2332.54,113,0.15971,5
11,1471.4,101,-0.47169,5
18,4027.79,157,0.21239,5
15,1191.07,19,0.07942,4
20,3125.64,140,-0.29732,5
11,5812.5,59,0.05684,3
20,4438.38,136,0.37813,5
18,5024.25,126,0.08876,4
13,3248.07,56,-0.14868,4
5,1974.28,34,0.02553,2
3,9819.62,143,0.12914,4
14,4891.97,84,0.14806,4
9,8616.36,19,0.16789,5
2,8472.16,74,0.36819,5
7,4478.54,49,0.56407,5
11,1532.19,110,0.04952,3
6,2744.11,111,0.60373,5
5,5718.9,112,0.00601,1
9,7327.18,137,0.63631,5
20,9265.91,180,0.12099,4
9,1377.28,168,0.55479,5
13,8007.36,14,-0.2894,5
14,3874.01,13,0.03902,3
6,4325.84,23,0.30375,5
6,7616.44,154,0.82583,5
20,7793.3,28,0.06178,3
20,9053.5,39,0.20237,5
11,5135.33,69,0.11396,4
14,4358.98,161,0.07889,4
7,548.37,56,0.23843,5
4,5807.15,124,0.06465,3
20,9728.11,152,-0.10629,4
13,7919.34,150,-0.07429,4
17,6816.0,153,-0.07132,4
2,4453.16,113,0.21112,5
17,7920.76,16,0.00252,1
9,2464.52,103,0.24135,5
9,8586.81,40,-0.06819,3
14,9858.64,74,-0.02205,2
7,8994.74,58,-0.18966,5
12,8297.27,69,0.0189,2
17,3464.71,153,0.10507,4
12,8477.8,151,0.12134,4
15,3054.32,68,0.19858,5
7,6238.73,76,-0.17145,5
13,5761.31,36,0.38264,5
16,8902.04,178,0.1866,5
8,5973.49,65,0.14637,4
4,6323.99,54,0.23506,5
9,8640.93,145,-0.10618,4
17,7606.55,148,0.01692,2
8,6016.2,25,0.03516,3
12,4008.91,178,0.14766,4
5,4229.03,157,-0.12062,4
3,6422.6,7,0.07792,4
10,1013.12,140,-0.33629,5
14,1922.41,28,0.0916,4
5,6714.19,71,-0.71965,5
12,6290.41,133,0.09136,4
10,7768.7,71,-0.07136,4
14,8034.09,101,0.30106,5
12,6092.5,139,-0.2202,5
2,9789.94,101,0.19363,5
12,8328.14,169,0.07188,4
4,1321.71,142,-0.27144,5
13,1127.45,81,-0.11898,4
2,9665.08,174,0.12988,4
6,4930.44,69,0.38318,5
8,4355.29,159,0.04144,3
20,8830.79,29,0.21678,5
6,3529.04,127,-0.37036,5
6,8586.78,7,0.12593,4
20,7322.63,38,0.11931,4
12,1418.36,79,0.31279,5
9,2998.58,178,-0.95575,5
19,7733.25,46,0.05624,3
19,3462.31,143,0.19522,5
1,1177.53,175,0.9375,5
4,1318.87,54,-0.12027,4
9,7711.66,156,0.37671,5
9,4312.78,170,0.2311,5
18,9194.01,58,-0.0008,1
5,3799.45,174,-0.51834,5
13,6146.16,127,-0.39005,5
16,3224.92,81,0.16583,5
11,2894.13,19,0.0264,2
3,2606.13,170,-0.05883,3
16,4495.14,67,0.00701,1
13,9518.68,86,-0.24641,5
11,5363.05,96,0.2325,5
1,6257.47,124,-0.97555,5
14,1081.95,46,0.03932,3
6,2644.89,26,-0.00388,1
18,6932.1,127,0.2389,5
1,6432.35,72,-0.14597,4
15,4319.78,37,-0.05263,3
5,8291.19,66,0.99072,5
20,1109.05,17,-0.08858,4
1,3272.25,104,0.51719,5
11,2842.25,8,-0.02375,2
7,6441.5,100,0.45877,5
11,7236.34,54,0.11291,4
12,3805.91,37,-0.06435,3
10,1022.85,113,0.09126,4
12,1265.63,124,-0.051,3
1,7343.25,167,0.44553,5
9,4292.79,76,-0.03449,3
20,3129.87,122,-0.04356,3
17,8230.3,162,0.20268,5
7,1143.84,179,1.07073,5
3,8104.45,121,-0.04435,3
14,9671.98,129,0.24308,5
11,1269.45,158,0.66442,5
5,3620.77,50,-0.08542,4
14,7864.21,130,0.06821,3
14,3714.48,62,0.07435,4
10,8429.2,11,-0.01082,2
10,3432.99,41,-0.26549,5
12,6832.76,131,0.7386,5
20,5187.34,11,-0.04022,3
20,4252.47,88,0.37243,5
1,5848.76,46,0.19176,5
15,9051.61,102,0.15415,5
15,7302.87,165,0.20589,5
19,4235.81,64,-0.06791,3
7,530.95,128,0.41631,5
15,6715.3,93,0.12788,4
10,3459.9,158,0.0802,4
14,7460.27,108,0.39617,5
17,5467.67,107,0.04366,3
5,3603.81,103,-1.14703,5
5,8934.64,165,1.17838,5
14,6498.88,67,-0.07967,4
6,2570.89,56,0.48267,5
3,845.4,101,0.05408,3
10,6474.51,140,1.48872,5
1,8925.74,75,0.16244,5
16,1739.51,126,0.11798,4
16,2639.94,58,0.13617,4
7,7448.05,121,-0.40635,5
18,4389.11,12,-0.02317,2
4,9434.12,172,-0.17018,5
4,1473.59,13,0.08372,4
5,9806.48,84,0.27614,5
15,1547.46,50,0.04325,3
5,7889.7,64,0.43338,5
18,8051.64,96,0.04474,3
1,3617.07,43,-0.22629,5
2,4886.22,79,-0.14019,4
4,4858.99,154,-0.20717,5
9,7950.77,58,0.10606,4
1,3422.82,39,0.0836,4
6,7244.25,66,-0.2,5
1,4528.23,62,-0.36146,5
12,2859.96,35,0.28781,5
13,903.71,152,-0.18115,5
7,8508.56,55,-0.64251,5
19,8280.4,54,0.35108,5
10,3050.94,67,0.22898,5
17,6401.87,57,0.1875,5
1,2892.31,8,-0.02906,2
5,9528.35,167,1.88018,5
13,9513.11,165,-0.4526,5
3,3617.73,91,0.21887,5
15,7662.51,44,0.03861,3
15,8439.85,56,0.10395,4
2,6843.97,74,0.2566,5
16,6495.57,129,0.23479,5
14,1017.37,47,-0.018,2
7,5024.24,11,-0.13746,4
2,3674.86,71,0.18767,5
16,1145.42,83,0.08355,4
9,8273.65,6,0.10938,4
8,8230.05,93,0.29695,5
12,6200.09,60,0.1826,5
4,7160.6,36,0.12974,4
1,7192.51,81,0.13719,4
8,3523.88,144,0.31469,5
19,1132.48,108,0.41245,5
1,6279.02,35,0.06448,3
18,3904.37,126,0.00927,1
18,1641.19,131,0.02727,2
3,7176.93,120,-0.2491,5
3,2562.04,44,-0.2067,5
4,4740.36,139,-0.63917,5
15,5565.38,100,0.04862,3
11,3544.99,25,0.07408,4
13,3068.04,62,0.03846,3
1,581.64,21,-0.37663,5
20,8215.19,117,-0.28426,5
7,6006.55,136,0.38509,5
17,9390.87,107,-0.00491,1
9,6760.69,61,0.19689,5
17,2111.12,98,0.09235,4
18,9230.13,56,0.06028,3
4,9391.57,70,0.02441,2
9,639.83,166,0.06063,3
8,6863.1,110,0.34844,5
1,7501.76,29,0.06361,3
17,1619.6,65,0.11816,4
17,3775.04,154,-0.00825,1
5,3038.28,52,-0.40094,5
3,8669.19,101,-0.25772,5
3,5765.28,173,-0.68333,5
14,9358.87,73,-0.09926,4
4,4579.29,47,-0.39138,5
15,4819.97,93,0.07002,4
8,3482.53,53,-0.08006,4
10,8439.14,76,-0.07003,4
1,7135.76,104,-0.00314,1
16,4158.4,11,0.00236,1
10,3747.77,164,-0.12646,4
5,1077.27,122,1.1858,5
17,2211.12,108,-0.05084,3
19,3310.46,144,0.27505,5
20,4646.32,86,0.05137,3
9,1805.3,179,0.13986,4
9,7781.1,99,-0.12372,4
15,7311.94,109,0.16795,5
4,1912.73,122,0.11732,4
11,9069.43,140,0.14066,4
3,9415.29,176,0.37346,5
17,1087.08,133,0.03857,3
18,6597.26,145,0.13708,4
8,8388.97,172,0.27357,5
12,1834.68,98,-0.36942,5
17,6545.85,122,0.32889,5
8,9748.69,122,0.32884,5
13,3668.01,39,0.06399,3
7,2281.06,106,-0.96741,5
8,4648.5,69,0.06237,3
19,2055.43,13,0.01513,2
3,1039.36,161,0.09007,4
19,871.82,108,0.28192,5
15,7246.51,48,-0.02906,2
18,8132.77,108,0.16379,5
9,2250.82,127,0.19588,5
19,2779.17,136,0.58911,5
1,2020.59,15,-0.09821,4
13,995.23,126,0.66129,5
7,3316.64,116,-0.06665,3
19,3289.0,150,0.00799,1
4,3446.34,130,0.59149,5
15,3358.57,33,0.00207,1
3,6529.08,151,0.15547,5
15,3215.79,33,0.08219,4
7,2692.62,51,-0.31039,5
12,4907.06,165,0.11616,4
16,5494.45,147,0.02219,2
2,6642.95,93,0.03416,3
12,3929.98,100,-0.02008,2
8,1288.45,143,0.18958,5
10,2266.89,103,0.51976,5
12,7871.14,7,0.14697,4
4,4398.5,72,-0.06956,3
16,7142.97,154,0.13048,4
12,2931.05,101,0.04175,3
16,1057.61,106,0.04113,3
8,6946.05,139,0.07406,4
3,9291.72,60,0.26331,5
16,1538.37,38,-0.02285,2
3,8932.19,59,0.04884,3
11,4178.22,82,-0.41927,5
14,6334.94,22,-0.01771,2
9,6893.36,150,0.49982,5
13,2835.88,14,0.0907,4
1,7186.52,155,1.14071,5
14,9180.18,118,0.23801,5
9,2929.86,124,0.27748,5
8,2289.29,12,0.11053,4
20,7225.4,62,-0.14059,4
9,2225.19,59,-0.04884,3
1,2800.26,32,-0.10423,4
16,4015.67,70,-0.05323,3
6,4157.48,51,0.04595,3
1,7885.82,63,0.18666,5
8,3462.15,81,-0.09038,4
8,8880.35,38,0.22354,5
8,4606.84,104,0.18918,5
6,6863.14,66,0.16339,5
18,9393.28,172,0.2201,5
18,9314.86,39,0.06948,3
15,5968.57,69,0.10063,4
3,7618.0,120,-0.3665,5
20,589.2,93,0.00051,1
6,7613.33,9,0.16711,5
20,6406.18,96,-0.30608,5
14,7806.05,9,0.08647,4
19,1064.06,67,0.08919,4
7,3293.67,23,0.01648,2
15,1109.97,128,0.05244,3
15,8268.86,145,0.19696,5
10,1122.6,150,0.17376,5
18,4624.53,126,0.10578,4
16,1181.45,100,-0.00662,1
18,5930.91,167,0.14387,4
15,5122.84,44,0.0747,4
20,3322.18,65,0.03573,3
14,7804.96,81,0.14148,4
18,3667.7,167,0.14172,4
18,2664.06,9,-0.02412,2
11,9636.82,60,-0.29435,5
4,4794.53,179,0.51045,5
16,6917.81,150,0.08645,4
14,7150.04,94,0.09174,4
5,9908.6,16,0.12195,4
6,9718.32,86,-0.42402,5
3,9204.15,18,0.00747,1
2,3957.09,167,0.23908,5
14,7807.51,81,0.14777,4
11,7235.68,62,0.64685,5
1,5997.22,17,0.12562,4
4,5220.84,121,0.13872,4
13,8363.58,122,0.76981,5
5,2807.82,14,-0.29517,5
20,1072.6,178,-0.13803,4
3,6706.95,58,-0.06101,3
6,2685.31,128,-0.64928,5
15,1910.06,25,0.09899,4
20,7321.6,170,0.55436,5
2,1312.54,179,0.48895,5
18,901.75,126,0.06993,3
14,3929.7,79,0.34076,5
19,9964.15,65,0.10425,4
7,8869.0,37,-0.46073,5
19,9932.21,135,0.74577,5
19,8821.85,39,0.25495,5
5,2092.8,155,0.22285,5
9,7918.17,135,0.01936,2
2,7261.84,118,-0.0387,3
2,9884.33,70,-0.13892,4
5,2794.7,147,0.7175,5
4,8453.73,6,0.00658,1
1,1029.87,20,0.23999,5
19,8520.98,53,-0.09258,4
19,7816.31,180,0.54277,5
16,1543.07,87,-0.02301,2
10,8822.11,119,0.31974,5
6,3794.38,37,0.46086,5
13,3810.74,47,0.15471,5
15,5703.39,82,0.20606,5
9,5349.15,152,-0.0788,4
18,6713.07,107,0.23715,5
17,7691.36,55,0.20181,5
4,3476.51,131,0.38012,5
9,608.15,60,-0.1376,4
5,8668.38,99,0.12395,4
14,1458.27,170,0.50279,5
13,6173.87,178,-0.36742,5
5,9128.39,129,1.40811,5
3,3995.41,177,0.429,5
7,3053.9,50,0.389,5
15,3123.48,46,0.03354,3
10,2993.65,164,0.63463,5
9,3427.33,62,0.01917,2
19,736.14,79,0.36363,5
12,1936.38,33,0.14899,4
11,6504.22,131,0.0325,3
9,8946.55,153,0.26333,5
19,974.35,160,-0.06613,3
6,7155.4,176,1.2479,5
19,7227.74,94,0.1697,5
17,9396.67,18,-0.00348,1
1,1883.54,112,0.3071,5
5,1115.39,24,-0.26095,5
16,3970.53,82,0.20249,5
16,4857.24,18,-0.03326,3
8,6297.61,166,0.14836,4
16,2595.0,95,0.12548,4
15,9357.31,56,0.19033,5
7,5527.6,139,0.44315,5
11,7406.17,76,0.27014,5
11,7539.31,37,0.28972,5
8,4153.25,113,0.1286,4
18,1468.17,145,0.30497,5
12,2644.66,37,-0.06892,3
18,2377.15,115,0.0204,2
3,666.45,173,0.24015,5
5,4761.97,159,1.53956,5
20,5318.97,123,0.28001,5
19,5779.71,99,-0.39674,5
8,5303.76,9,-0.08008,4
12,9553.96,74,0.05939,3
18,9413.04,20,-0.03097,3
10,3104.5,113,-0.26707,5
4,3157.53,64,0.12309,4
19,526.11,84,0.125,4
13,4852.42,90,-0.19162,5
6,2073.28,74,0.67162,5
8,4928.39,24,0.06417,3
17,9545.84,48,0.05224,3
11,7435.36,102,0.49447,5
14,1400.71,34,0.13343,4
14,8844.05,157,0.22402,5
9,3136.46,146,0.20427,5
11,7294.51,162,-0.27411,5
8,9276.44,146,0.20796,5
20,8455.24,7,0.0294,2
18,4382.58,134,0.2196,5
11,7505.2,120,0.85518,5
4,2949.77,86,0.46257,5
18,1701.09,118,0.20101,5
11,4245.09,98,-0.66236,5
13,1119.38,88,-0.26358,5
6,2292.71,128,-0.53116,5
7,7203.3,154,-0.16639,5
11,4860.82,132,-0.14662,4
16,1300.72,96,0.01792,2
6,2162.5,96,0.89136,5
6,6751.09,179,-0.60685,5
17,4747.58,44,0.09341,4
4,1999.5,10,0.08404,4
4,6235.44,86,-0.04397,3
13,8698.95,13,-0.13826,4
8,9318.91,140,0.19394,5
14,7747.36,125,0.04226,3
2,5741.97,41,0.25076,5
4,4759.77,125,0.47838,5
3,9306.3,120,0.26053,5
12,1281.29,38,-0.18092,5
7,9430.03,121,-1.25009,5
11,4036.75,168,-0.35762,5
5,2897.01,106,0.67141,5
14,1948.22,137,0.06482,3
1,7221.47,89,0.03768,3
2,6868.57,124,0.49129,5
6,3041.96,157,0.78798,5
12,5875.27,152,0.52865,5
3,3843.39,156,-0.03587,3
19,6128.51,37,-0.10723,4
9,5397.23,79,-0.07139,4
9,4204.21,111,0.087,4
18,9813.44,36,0.03182,3
19,958.25,22,-0.10152,4
5,4838.46,66,-1.10439,5
15,8415.53,49,0.10247,4
1,5397.4,77,0.4285,5
19,9365.54,64,0.05689,3
14,9174.75,106,0.25621,5
10,3722.06,105,0.84422,5
18,4748.55,158,0.2737,5
8,1585.84,145,0.11424,4
2,6427.87,46,-0.0049,1
11,5321.86,133,0.08574,4
11,5092.14,48,-0.32085,5
15,8766.72,94,-0.08309,4
20,856.25,85,0.03922,3
12,9123.84,158,0.26119,5
9,1190.71,126,0.05583,3
11,8832.88,142,0.37896,5
5,5578.29,117,-0.4945,5
5,5131.6,10,-0.08651,4
15,9006.95,104,0.1286,4
19,9429.83,55,0.1471,4
12,7667.0,14,0.07022,4
13,666.09,75,-0.01123,2
6,1768.29,65,0.93378,5
15,2145.28,129,-0.06349,3
17,7405.76,62,-0.08991,4
1,820.1,31,-0.0191,2
5,1047.98,128,-1.2343,5
14,3567.68,132,0.22026,5
16,7099.33,89,0.04355,3
19,7050.74,98,0.55184,5
10,5696.0,8,0.12666,4
20,6224.34,144,0.16086,5
13,1659.75,75,0.29923,5
4,4670.63,163,0.48551,5
19,1306.12,18,0.02807,2
5,4588.48,23,-0.17384,5
12,2566.7,125,-0.27823,5
6,6636.33,27,0.17833,5
8,8237.06,149,0.18091,5
7,6562.55,74,0.48169,5
4,952.53,45,0.03404,3
6,6740.34,113,1.22006,5
20,4969.34,36,-0.03913,3
1,9932.58,113,0.67695,5
18,8029.02,14,-0.04034,3
15,5073.59,5,-0.00896,1
20,7171.78,30,0.11187,4
5,5649.47,89,0.10125,4
7,1167.17,136,1.04729,5
10,4329.84,6,-0.0327,3
6,9991.32,169,0.06199,3
17,6519.61,168,0.32145,5
13,1764.98,101,-0.10177,4
3,8984.52,141,0.23909,5
12,1724.94,174,0.40051,5
20,1821.54,25,0.05708,3
12,3736.24,83,0.01385,2
19,4503.15,5,0.01374,2
1,5642.83,60,0.33928,5
11,2821.46,119,-0.08281,4
16,2402.65,129,0.1087,4
4,3561.08,19,0.13128,4
8,3012.28,47,0.00231,1
6,7111.64,55,0.00272,1
19,7264.46,107,0.06278,3
5,2048.96,105,0.85214,5
18,6109.28,160,0.07011,4
9,4863.01,175,0.58168,5
7,1815.34,142,-0.53499,5
16,5125.15,83,0.03524,3
14,4179.77,132,0.23286,5
1,2775.9,91,-0.00519,1
9,3706.9,147,0.67397,5
14,5508.37,138,0.13977,4
14,5379.77,126,-0.3563,5
13,5889.77,58,0.08433,4
6,5025.91,60,-0.48199,5
14,3785.38,130,-0.00785,1
4,2585.59,43,-0.04194,3
2,8038.57,77,-0.36864,5
16,505.21,8,-0.00628,1
2,7579.8,107,-0.11841,4
10,4680.84,17,-0.10813,4
20,969.53,44,0.09484,4
14,2201.92,24,0.03764,3
10,5023.66,83,0.17066,5
18,9057.85,10,0.03708,3
14,2755.87,82,0.08785,4
19,5943.29,105,0.29323,5
11,6782.01,97,-0.14253,4
1,3120.14,169,-0.42403,5
4,3046.97,100,0.50479,5
16,4621.55,74,0.06814,3
20,8741.07,148,0.32696,5
20,2341.68,178,0.15675,5
19,7830.58,162,0.04252,3
15,6457.85,78,0.14419,4
12,3598.98,98,0.18964,5
8,5830.61,5,-0.0013,1
18,5324.05,88,0.11964,4
2,5067.76,6,0.13396,4
